1 0.000111
2 0.000202
3 0.000338
4 0.000435
5 0.000547
6 0.000670
7 0.000772
8 0.000893
9 0.001025
10 0.001053
11 0.001134
12 0.001217
13 0.001556
14 0.001515
15 0.001564
16 0.001970
17 0.001922
18 0.002099
19 0.002186
20 0.002340
21 0.002334
22 0.002452
23 0.002638
24 0.002697
25 0.003323
26 0.002885
27 0.003028
28 0.003068
