1 2 0.000005
2 4 0.000004
3 8 0.000004
4 16 0.000003
5 32 0.000003
6 64 0.000004
7 128 0.000004
8 256 0.000003
9 512 0.000003
10 1024 0.000004
11 2048 0.000004
12 4096 0.000004
13 8192 0.000004
14 16384 0.000004
15 32768 0.000004
16 65536 0.000004
17 31081 0.000004
18 62162 0.000004
19 24333 0.000004
20 48666 0.000004
21 97332 0.000004
22 94673 0.000004
23 89355 0.000004
24 78719 0.000004
25 57447 0.000004
26 14903 0.000004
27 29806 0.000004
28 59612 0.000004
29 19233 0.000004
30 38466 0.000004
31 76932 0.000004
32 53873 0.000004
33 7755 0.000004
34 15510 0.000004
35 31020 0.000004
36 62040 0.000004
37 24089 0.000004
38 48178 0.000005
39 96356 0.000004
40 92721 0.000004
41 85451 0.000005
42 70911 0.000005
43 41831 0.000004
44 83662 0.000004
45 67333 0.000005
46 34675 0.000005
47 69350 0.000005
48 38709 0.000005
49 77418 0.000005
50 54845 0.000005
51 9699 0.000005
52 19398 0.000005
53 38796 0.000005
54 77592 0.000005
55 55193 0.000005
56 10395 0.000005
57 20790 0.000005
58 41580 0.000005
59 83160 0.000005
60 66329 0.000006
61 32667 0.000005
62 65334 0.000005
63 30677 0.000005
64 61354 0.000005
65 22717 0.000006
66 45434 0.000005
67 90868 0.000006
68 81745 0.000005
69 63499 0.000006
70 27007 0.000005
71 54014 0.000005
72 8037 0.000006
73 16074 0.000006
74 32148 0.000005
75 64296 0.000006
76 28601 0.000006
77 57202 0.000006
78 14413 0.000005
79 28826 0.000005
80 57652 0.000006
81 15313 0.000006
82 30626 0.000006
83 61252 0.000006
84 22513 0.000006
85 45026 0.000006
86 90052 0.000006
87 80113 0.000006
88 60235 0.000006
89 20479 0.000006
90 40958 0.000006
91 81916 0.000006
92 63841 0.000006
93 27691 0.000006
94 55382 0.000006
95 10773 0.000006
96 21546 0.000006
97 43092 0.000006
98 86184 0.000007
99 72377 0.000006
100 44763 0.000007
101 89526 0.000006
102 79061 0.000007
103 58131 0.000006
104 16271 0.000006
105 32542 0.000007
106 65084 0.000006
107 30177 0.000006
108 60354 0.000007
109 20717 0.000007
110 41434 0.000007
111 82868 0.000006
112 65745 0.000006
113 31499 0.000007
114 62998 0.000007
115 26005 0.000007
116 52010 0.000007
117 4029 0.000007
118 8058 0.000007
119 16116 0.000007
120 32232 0.000007
